17,'2019-10-15 20:48:24','2019-11-08 07:04:09','2019-10-16 22:27:44','2019-12-10 11:49:08',35.488,true,8,1
18,'2019-10-05 00:26:40','2019-12-07 03:46:26','2019-09-10 14:35:04','2019-11-10 22:09:38',3.937,true,29,2
19,'2019-10-02 17:31:35','2019-12-19 10:26:12','2019-08-20 02:35:11','2019-11-12 23:53:55',19.552,true,21,1
20,'2019-08-31 13:10:51','2019-12-10 08:15:08','2019-09-27 04:27:50','2019-11-09 08:11:01',31.997,false,5,1
21,'2019-09-24 07:25:04','2019-12-18 01:11:43','2019-11-04 23:23:04','2019-12-04 02:40:30',18.48,true,39,2
22,'2019-10-15 19:56:30','2019-11-14 05:46:12','2019-11-03 09:14:58','2019-12-12 20:37:00',27.708,true,47,3
23,'2019-10-07 10:31:08','2019-12-09 01:35:43','2019-08-25 17:43:58','2019-12-06 04:41:11',47.449,true,41,3
24,'2019-08-28 19:24:00','2019-11-26 12:42:41','2019-10-01 10:26:17','2019-11-13 00:04:44',11.1,false,31,1
25,'2019-08-25 13:59:20','2019-11-11 17:58:52','2019-09-16 19:22:39','2019-11-21 22:34:39',26.498,false,1,1
26,'2019-09-19 23:38:00','2019-11-07 23:28:30','2019-08-25 01:15:59','2019-11-16 04:01:25',42.97,true,23,1
27,'2019-09-11 15:31:49','2019-12-17 06:42:41','2019-10-07 13:21:44','2019-11-26 08:06:11',4.591,true,35,1
28,'2019-10-23 16:18:39','2019-12-06 13:49:09','2019-10-15 16:18:44','2019-12-11 10:14:30',15.445,false,8,3
29,'2019-08-26 14:52:12','2019-12-05 23:11:58','2019-11-06 19:08:37','2019-11-09 03:35:00',26.455,true,24,1
30,'2019-08-23 00:52:39','2019-11-26 06:01:19','2019-10-16 09:05:35','2019-12-17 10:06:29',24.466,false,13,2
31,'2019-08-28 18:00:19','2019-12-01 02:44:27','2019-09-13 14:06:19','2019-11-30 10:07:48',21.117,true,13,1
32,'2019-10-19 03:53:46','2019-12-10 12:39:43','2019-10-21 16:53:17','2019-11-19 23:50:51',8.384,true,42,1
33,'2019-09-24 16:35:05','2019-12-10 20:13:59','2019-10-17 17:49:57','2019-12-09 07:21:00',19.049,true,35,1
34,'2019-09-04 01:27:27','2019-11-26 03:05:20','2019-10-22 07:56:19','2019-11-30 07:54:56',17.608,false,22,2
35,'2019-10-07 07:10:53','2019-11-08 02:14:25','2019-09-08 08:49:50','2019-11-20 19:40:25',25.728,false,40,2
36,'2019-08-28 01:51:00','2019-11-26 15:25:00','2019-09-10 11:58:47','2019-11-24 18:39:05',47.26,true,28,3
37,'2019-10-05 03:23:44','2019-12-02 02:02:08','2019-09-22 06:00:15','2019-12-15 20:42:21',8.677,true,50,2
38,'2019-10-09 10:31:15','2019-11-12 07:06:32','2019-09-01 13:06:34','2019-11-07 15:08:50',13.242,true,35,1
39,'2019-08-20 05:43:09','2019-12-01 20:02:07','2019-09-11 08:02:00','2019-11-14 02:57:18',12.867,false,33,3
40,'2019-10-06 07:44:45','2019-11-15 14:10:56','2019-11-03 04:40:21','2019-12-04 15:15:56',12.556,false,13,1
41,'2019-08-25 20:01:06','2019-11-29 00:16:58','2019-08-28 03:07:33','2019-11-09 03:31:16',3.608,false,32,1
42,'2019-08-25 00:18:18','2019-12-13 08:16:22','2019-10-19 21:53:38','2019-12-12 19:03:18',20.491,true,35,2
43,'2019-09-18 00:24:47','2019-12-04 13:39:32','2019-08-21 05:58:28','2019-11-19 07:00:06',31.892,false,13,2
44,'2019-08-27 06:36:19','2019-11-25 03:31:15','2019-10-26 12:24:53','2019-11-07 04:50:02',9.497,true,36,1
45,'2019-09-08 09:58:01','2019-12-19 02:54:13','2019-10-14 13:54:07','2019-12-04 08:35:01',36.737,true,33,1
46,'2019-09-19 01:24:57','2019-11-10 12:33:21','2019-09-19 04:07:20','2019-11-19 17:31:47',10.892,true,6,1
47,'2019-08-21 06:56:49','2019-12-03 16:22:16','2019-08-20 03:12:16','2019-11-21 11:42:01',49.316,true,17,1
48,'2019-09-19 05:37:08','2019-12-18 06:05:16','2019-10-11 15:45:01','2019-11-30 01:52:35',41.807,false,8,1
49,'2019-09-13 00:16:49','2019-11-09 04:00:02','2019-09-04 03:47:50','2019-12-12 09:31:38',11.135,false,7,3
50,'2019-08-25 01:43:59','2019-12-11 10:45:58','2019-08-31 05:15:11','2019-11-12 06:24:31',25.92,false,12,2
